################################################################
# abuse.ch SSLBL Extended                                      #
# Last updated: 2018-11-06 13:30:01 (UTC)                      #
#                                                              #
# Terms Of Use: https://sslbl.abuse.ch/blacklist/              #
# For questions please contact sslbl [at] abuse.ch             #
################################################################
#
# Timestamp of Listing (UTC),Referencing Sample (MD5),Destination IP,Destination Port,SSL certificate SHA1 Fingerprint,Listing reason
2018-11-05 15:10:41,d37b99a0a1ad08c4c8ad25cc7e82069e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c8b41543fc4f4ecd29ddc58f830bc6b0,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9b02d5492a75a828343a021f03917c68,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,34aec10b0a859af871b57c39cc378dcc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,6ff67e293e57c0d0a1c86ce746cb08f2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,10f48f494743465c1bded822ac80b28e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,bfb750f67124258d6e3be7da52db4be4,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,edf65f0c6fd71743d00a9ea34bc7c540,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,7cf0acd0588a33999d7c3f8cc667e8a8,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,7cd3bcd0c97816645ed03fdb7eae9d62,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a2405272cad6e4bbb9abad32393bdc0b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,b0fd362d012522bc037e3ce6890cce57,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9383a5e76fc15d884b2a9d7548674a2d,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c1dca6377131c0636bd9543500a8f735,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9283b7ffcf7ee053f6ef85c063d50641,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,f0f4b031b0218c84a5d708dc7b68d111,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3d92cc6bc09995193dc20fddc401352a,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,0bf325e2c7aec77ab4e1b7fd69f1d66f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,260d0fc4b525299f4ed6076d8ec2b2a7,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e08be08fdd7b780a3191daceec0eb32c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ad6d357172f90a396e5ad019f65cff23,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9bcd8c1d5eb1d45cf03a902a5ea0cc82,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,2a8766aa078d4de6f353a0c376cc0275,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a2dbdb028d2507842faf17e4a3db5b4a,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,67507eb1d1c36084de8e1dac107578be,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,d6fd850445f6d71736b7d2346b5e5a05,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,6273af6555bb46892c6a6c7535ec3d7b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,d468233c6cd8423505379852902ef0a5,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,bae0062fc56802bec4911459f28855bb,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9cb8ad3860c43f883058d950633f072b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4c7dc51546698753d5a3f855fbc128bd,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c3a689d054bfdae76fa055db471f69e4,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ae437859dbbb6034a6f32b9f2a04a333,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,d0371888beeabd14dc8580b2da2140f2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,5832bd8d0be6925a8ee2f335ba43e333,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9cabdfbb296d0bc926e3050749119544,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,8bce5334db5bda2668ee82235de5c5bb,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,196c42dbb35c2856bab45f9bd689e8dc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,dc0278087cf1f452b4882a6142aecda5,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,70e509bb8f66e9673fa6a605e608c1f8,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,b6e140a7bf7f18fc6708af7aff7a386f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,39f289f423da8b7aa66136443949d33c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c26fb7d0f742faed14970c2b86023282,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c6cdae8964d58fa8ee04fe94205bc25b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,54bb6f77a117213608f1474b370aed4f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,f367cb060571a708686ff9067c86b9f0,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,16abbc708eb87dc6fdb56785af35a23f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e522b0eb401e1888bcb5dbae12a86ed3,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,770016823c426ad8ff50fb394d13d6e4,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,f3823cd93b0e7fbfdb433c5100534154,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3380412652c43e6e111eb530d9b70c36,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,100e3df4f0acd1ba5d8cf36a6f8eaf99,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a73ce1338112879bbb10da0c26a3445c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,77e78e596365e9c22aca5926c497ba25,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,2169a0c427f82e459c507034ffd40746,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ccea900d1925250ea01ecb38cd8365bc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,89318d47fa2186df884069b6cd603dc6,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,72ab2b6c5102524758654ec530402732,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,81344313f5de37298a365b4e32eaffbc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,261217810f0278f0a50f39606dba5921,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,39cbd7685854e49333761deba06f0945,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,8b7da3d8c5ee372dfbcc2c34d92916dd,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9841ef88f139a4c85ab6ae361fed7c4f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e149e54c83f59ecaef96e487f4e3e74c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,22ed35ae6697a5ca0fa04cc136deba66,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,40cc73d6113172c85064317f9ec31f2b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,275d1791b3cf93784a93b2abbb289f4c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e36e70040021c04c0463f2b28deddd04,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,97f59d2c4d4da326e7f7e5c50e651cca,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,2105cc52cec6e1e252d10b7d2fe4eb98,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3509b039556daaa4313acec79faecbf4,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,12ea58244a072a65803bd6ae98ebdc74,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,1a9952936957438a8a903e50ed8e2639,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,eec5cf17ed3e764b92dacd9ff6084cc6,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,f142e34de2fdf65d2e65f4d5e6ad4b82,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4f73d14fec336802e069fbe2751cccb3,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,07a060d74f9dadb011ac26c674a0bda5,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,d060f21365d92a3e3c186179bf121006,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,772cba1b2a0151493effe866ef6780da,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,bb36113189c26c0b57e00fb362dd2a2c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,27d0759a1986a6b264821c462a6ead28,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4e2fb683c10f07910ae9de72d84bdad0,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,60fc58458640d45b56386ae3613726c1,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,101feff3e015139f11d0f4abbb590168,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,98275e502ba8a2d488f0d7d02105741f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ccea99b4fd5a98ea1fe175cf71acfe31,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,8c687a737efc714f35b0e2c36b24b78e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4c757e06ed51fb54ebb89cb17a932031,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,009dd1aa9e35c2c39cf0e737515fbe14,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,cccd174674e67fa47ce6d139accfb7ee,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e16ceb9663cade9527c3975abca477be,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,74d31e5e32a51ff3680930fca9bd85f2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,5b2e548df69cdca28202e499abf99b0b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,2f618f8d677323bb2b1ee7f9fb8f6d29,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,92e44256bbc40f55f8f052ef7eee72f6,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ffa375d23e63f00d5a9a680b99e3c543,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,2596d8cdb141c10eb9819d4284e204a8,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,37839ee45ff4a76960e62892f4ea4c24,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,7ac43493755aeb01cc99e9b7c836f2d6,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,411b343f9a486d05687087fb0d7bebe3,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,215eec468b9ae843133fa0b1256cc1bb,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,483af7c05171d422aca30de9dbc78a79,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,eda3112445e80cc357fcdf897192871e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,785808434ba9ab23df7d4ea1241b711e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,105c50c4d307b06dedd88b200ab4bfd0,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,58e7f71061606705463ff4f1b92e79d1,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,69e6474e2f9a835f3ed654db8f216577,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,49b285816d8b7543254efb09873aa96a,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,5c23b79fab9576b69c1f9c258fee8ab5,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,51ad09adeedc163c50cf422838631e35,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,340c9fa8cea45f36d044f4d3aa1b941f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,64a48a84d7faaa90a0f435f6669fd68c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4d7d3bd061a87d1c127ee063f6660173,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,49d07952b44033a1d429786c5fc2763c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,917a28f4627e7d932bc3f4a5319f3e32,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,52fec7c3e88d1e20158cad8b149c68fd,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a32a48757a4ddadd5645fac4baa0d593,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e959507cfdcac03ca1347e96d4bf3d9c,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,c594f49432cb8b4e9b04433082dee1a7,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,0152b3c825e6f2831513be1c5aa0ce0b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9ea9141e5127920548df43c8f67b7fd8,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3f1ce32bbee82fbdd112250caaf480bc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,77bce5ca4e0a6edd73cc8549545017f7,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,6921b44d8891ca480599e8aee3df0fd7,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,fed6385dde8646d045bc2cbf627260e3,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,84fe75a1d0316aa157a941d1f73b66ad,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,557771c030fbefd9202816a36d1c6b19,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,81635151e177998844e8f6fc862e4be2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,6ae97ffdc6a77fbbf8834acf449b67f7,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,974cf18ac44ed87b7f4cedc792a3e510,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3f2539667a463785a9b39d48d223f27d,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,760ad12f60013af1a5e3c55c471fb20f,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a012079d0b05d4c485ee6970554e611d,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,0eedd6fbce2b8ff9eb048a15940dcdff,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,fce2d1a5d3f1d19706fe288c3eab6738,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,b5b4adb635150a50e0ac81fc528733ac,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,d64f79e9ce61a1e642fe5fd90e4ff95b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ed90273080bbd333af4829e0fc7922f2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,9e151501fb993e1bd382c518c6d57abc,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,0d35675882c7ec56720847ba39087bae,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,fe4e13cfd944eda5dc1e34de0efd4048,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,aba55a00765e089b28e49c0134fe5069,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,ecad6cf1b564a872c6cdf3269938586e,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,b16a1625e474c4fec2a8a441b62ce0d2,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e24b5312afd330c847a8477e99dffa72,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,3b30e3e185e4f70840e640eebfb19e1b,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,4d2c0a24d1add91f5485772b448eab32,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,6513dbe68eddcf6b32351665afccbdd8,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,06a8b6a65aa620bd1da6627d86119ffb,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,a4e673fc6290571ca2ec66c69d1479f1,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,81f1fc498a894fe7c0ffa48996c9a410,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
2018-11-05 15:10:41,e0fbafec48ae116c6216f8829a269260,95.181.198.72,443,e95a3388c2a796fbe05ec11e1ff5bcb4b67260f5,Gozi C&C
